0,122
83,148
160,138
237,135
314,146
390,128
467,98
543,134
620,115
697,132
773,131
850,128
927,141
1004,122
1086,149
1163,124
1240,141
1320,135
1417,132
1498,148
1579,118
1656,163
1745,148
1824,159
1916,125
2005,124
2101,114
2193,141
2284,134
2374,118
2467,142
2558,138
2647,169
2735,128
2810,115
2900,124
2989,142
3089,125
3183,124
3273,149
3362,132
3452,128
3544,151
3635,134
3721,128
3795,145
3880,118
3970,145
4058,141
4165,125
4256,135
4346,149
4436,125
4525,136
4619,149
4709,126
4775,148
4871,139
4961,125
5052,145
5156,144
5246,121
5336,139
5429,145
5519,122
5609,138
5687,142
5751,135
5829,138
5916,124
6007,145
6103,141
6192,124
6286,141
6377,142
6467,121
6556,142
6649,144
6734,121
6814,152
6899,132
6990,132
7077,151
7177,156
7266,159
7356,128
7449,145
7539,152
7628,126
7716,142
7790,138
7877,129
7968,155
8059,111
8163,134
8255,117
8346,122
8435,144
8525,121
8619,128
8708,149
8774,121
8871,139
8963,142
9052,119
9152,162
9241,144
9331,108
9423,132
9514,141
9606,118
9695,134
9764,139
9854,124
9945,149
10039,135
10137,172
10229,141
10320,144
10411,159
10501,135
10595,136
10684,155
10756,125
10841,145
10932,142
11026,124
11121,139
11211,144
11303,121
11392,141
11484,102
11573,134
11663,118
11743,124
11821,136
11912,115
12006,135
12098,141
12187,118
12277,139
12366,144
12456,172
12546,143
12639,141
12728,159
12802,125
12896,139
12987,151
13085,127
13178,134
13268,152
13357,131
13447,136
13541,98
13631,142
13721,138
13797,149
13891,124
13978,144
14072,146
14168,126
14261,137
14353,149
14442,115
14532,118
14626,108
14717,134
14793,124
14878,125
14968,145
15057,122
15157,127
15247,151
15339,127
15431,128
15522,152
15616,134
15706,128
15772,149
15864,118
15954,142
16048,144
16142,125
16231,138
16325,147
16415,125
16507,138
16598,148
16690,125
16761,142
16850,138
16942,125
17033,145
17133,143
17222,121
17312,142
17406,141
17496,121
17585,141
17679,144
17756,125
17839,149
17929,132
18018,131
18118,145
18208,135
18302,125
18392,146
18482,139
18571,125
18663,145
18743,135
18821,132
18911,145
19005,125
19099,135
19189,148
19276,124
19372,134
19462,149
19552,128
19644,135
19730,151
19804,125
19896,142
19987,142
20085,121
20179,138
20268,146
20359,121
20451,139
20540,146
20634,121
20725,135
20800,138
20894,121
20985,145
21076,141
21176,121
21267,138
21357,145
21447,118
21542,138
21636,148
21723,122
21798,150
21891,139
21978,124
22072,145
22171,141
22262,119
22352,141
22441,142
22528,122
22621,142
22710,139
22775,132
22867,146
22953,124
23043,138
23141,152
23235,132
23325,131
23415,152
23504,127
23598,129
23688,152
23760,122
23849,141
23940,142
24031,121
24129,135
24220,145
24309,122
24399,139
24488,145
24578,121
24670,142
24751,144
24832,126
24926,148
25018,138
25112,122
25201,148
25295,141
25385,122
25475,145
25564,136
25658,124
25744,145
25823,132
25915,130
26004,152
26100,128
26192,127
26282,149
26371,131
26465,128
26555,151
26645,135
26733,127
26806,145
26898,121
26988,138
27084,146
27178,128
27267,135
27357,149
27448,125
27538,134
27632,148
27723,128
27799,144
27894,144
27985,121
28076,139
28174,145
28266,125
28357,134
28448,149
28538,128
28627,135
28714,146
28789,127
28875,145
28967,138
29056,125
29155,142
29247,139
29334,125
29428,144
29518,141
29607,122
29698,145
29764,132
29855,132
29945,148
30031,124
30130,132
30222,149
30311,128
30405,131
30495,152
30585,127
30678,132
30755,149
30840,118
30929,142
31019,141
31117,122
31207,138
31301,146
31391,122
31481,138
31572,145
31662,119
31738,143
31815,134
31907,128
31997,152
32095,128
32184,127
32274,149
32364,133
32450,128
32540,152
32634,134
32724,131
32800,147
32892,124
32982,138
33076,148
33175,127
33266,131
33356,152
33445,131
33536,131
33626,149
33720,129
33796,141
33883,142
33973,121
34067,139
34167,149
34258,127
34348,132
34438,146
34525,122
34620,165
34710,139
34776,111
34873,149
34961,146
35051,107
35155,128
35245,135
35332,167
35429,121
35520,132
35610,163
35701,143
35770,144
35864,148
35950,121
36044,118
36143,111
36234,148
36325,144
36417,156
36506,121
36598,122
36688,159
36760,128
36846,108
36938,155
37029,131
37129,117
37220,155
37310,128
37401,118
37495,156
37586,125
37678,120
37756,158
37839,134
37930,108
38024,153
38120,131
38212,108
38304,155
38393,130
38487,114
38579,155
38669,128
38749,114
38830,146
38920,139
39011,101
39109,148
39200,134
39290,107
39384,152
39475,135
39565,104
39659,153
39745,134
39824,102
39915,146
40007,141
40103,101
40194,149
40285,138
40375,101
40464,146
40558,138
40648,104
40734,152
40809,152
40893,108
40983,139
41073,155
41173,108
41267,141
41356,148
41450,107
41540,144
41632,149
41718,107
41792,134
41878,158
41969,117
42059,134
42160,154
42254,109
42346,138
42435,152
42525,112
42618,139
42708,155
42777,118
42874,129
42963,162
43058,117
43158,135
43250,158
43341,112
43431,138
43521,155
43610,112
43704,135
43771,165
43866,121
43953,124
44040,159
44140,118
44232,125
44323,163
44413,118
44507,128
44601,162
44691,115
44760,125
44849,155
44940,128
45031,120
45129,161
45220,122
45309,122
45403,161
45493,121
45583,121
45672,159
45753,127
45836,108
45930,153
46021,131
46117,118
46208,158
46302,127
46392,121
46481,156
46571,127
46662,120
46743,156
46821,135
46909,101
46999,146
47094,142
47187,104
47280,149
47370,136
47460,105
47554,152
47642,139
47724,101
47797,139
47888,151
47980,112
48067,138
48165,145
48258,105
48349,142
48439,146
48532,107
48622,142
48712,146
48788,115
48874,133
48966,156
49056,114
49154,138
49246,156
49333,114
49427,138
49517,152
49606,109
49696,138
49765,166
49854,118
49944,124
50034,159
50133,118
50222,128
50312,162
50399,122
50492,124
50581,160
50667,121
50732,111
50811,142
50898,142
50988,104
51086,145
51178,139
51267,101
51361,149
51451,138
51541,101
51634,149
51724,138
51800,108
51892,142
51984,146
52075,107
52169,146
52263,141
52354,102
52444,131
52535,133
52625,118
52719,138
52795,131
52889,124
52976,149
53066,131
53165,124
53255,156
53345,156
53439,162
53528,124
53618,122
53708,118
53777,144
53873,158
53965,149
54054,129
54154,145
54244,146
54329,124
54423,145
54513,144
54602,124
54696,145
54764,138
54853,131
54943,98
55029,129
55129,132
55221,112
55310,135
55404,141
55495,117
55585,139
55679,144
55757,122
55840,149
55931,136
56025,125
56120,158
56210,153
56304,162
56393,121
56484,124
56576,112
56667,138
56749,135
56828,125
56920,148
57009,128
57107,165
57199,132
57288,124
57378,121
57472,143
57561,131
57652,124
57741,149
57820,125
57911,132
58003,149
58098,127
58188,132
58282,152
58371,131
58464,132
58555,152
58644,132
58730,131
58803,141
58897,118
58988,141
59086,143
59177,122
59267,138
59361,146
59452,122
59542,138
59635,148
59721,128
59795,149
59880,135
59970,128
60059,152
60166,142
60257,121
60347,141
60437,142
60523,122
60611,146
60705,139
60771,132
60863,145
60952,125
61046,132
61140,152
61234,133
61323,131
61413,152
61502,128
61596,169
61687,138
61759,162
61848,138
61940,138
62031,156
62128,141
62219,128
62308,151
62398,135
62487,129
62581,102
62671,122
62752,135
62832,115
62920,141
63014,131
63110,124
63201,142
63291,138
63381,125
63470,146
63561,138
63652,170
63741,128
63817,121
63909,124
63998,145
64091,124
64182,128
64274,149
64366,131
64455,128
64549,152
64638,159
64728,156
64805,139
64890,158
64979,139
65069,133
65169,152
65258,138
65348,128
65437,152
65531,138
65621,128
65710,150
65776,128
65873,135
65964,101
66056,132
66152,128
66241,114
66331,141
66420,131
66514,121
66605,142
66695,139
66764,132
66853,146
66943,169
67030,149
67131,131
67222,149
67311,144
67401,128
67494,145
67584,144
67676,125
67754,149
67839,130
67929,131
68018,97
68113,145
68203,135
68292,156
68384,136
68471,135
68560,153
68654,132
68740,131
68819,146
68911,118
69002,115
69098,114
69187,138
69274,128
69369,121
69456,146
69550,135
69640,122
69724,148
69798,118
69892,134
69979,145
70073,124
70173,132
70263,152
70353,129
70446,131
70538,152
70630,129
70721,131
70798,148
70891,127
70983,135
71074,149
71172,126
71264,131
71355,152
71444,132
71534,132
71624,149
71718,131
71794,141
71888,145
71979,124
72066,139
72165,149
72256,128
72350,132
72440,148
72533,131
72623,131
72710,149
72774,124
72871,144
72956,138
73048,125
73153,141
73242,144
73336,119
73430,137
73520,146
73610,121
73701,138
73770,141
73865,124
73952,151
74043,138
74141,121
74233,145
74322,138
74416,124
74507,142
74596,139
74686,124
74757,152
74842,122
74932,138
75021,148
75120,128
75212,132
75303,151
75393,131
75483,131
75573,149
75667,128
75743,137
75821,141
75911,124
76000,148
76096,135
76188,121
76275,146
76368,139
76458,124
76551,142
76640,139
76729,121
76803,152
76896,132
76987,131
77084,152
77178,136
77272,125
77366,145
77457,139
77547,125
77640,143
77730,142
77807,131
77892,151
77981,131
78073,131
78177,149
78266,136
78356,127
78446,149
78539,135
78631,125
78722,146
78798,128
78892,129
78978,151
79067,125
79168,128
79260,152
79349,132
79439,131
79533,152
79623,135
79712,129
79789,148
79876,120
79962,141
80052,141
80150,124
80240,136
80330,144
80419,121
80513,136
80607,146
80701,125
80768,145
80855,135
80947,127
81037,149
81135,141
81224,122
81314,148
81401,136
81497,124
81587,145
81676,139
81748,132
81832,145
81926,125
82016,134
82114,150
82204,131
82298,131
82387,152
82477,131
82571,131
82661,152
82742,129
82817,145
82902,139
82992,124
83086,149
83177,139
83267,122
83361,143
83452,138
83544,124
83635,142
83721,142
83795,135
83881,149
83972,128
84062,132
84160,151
84250,131
84344,129
84433,152
84523,132
84612,131
84705,149
84771,121
84864,139
84953,141
85039,122
85146,138
85236,146
85326,121
85415,139
85510,146
85599,122
85689,139
85762,142
85850,125
85941,149
86031,135
86128,122
86219,145
86309,138
86398,127
86484,152
86577,136
86668,125
86749,152
86826,122
86918,136
87007,145
87105,124
87198,136
87286,151
87380,128
87471,132
87561,149
87655,131
87741,132
87820,145
87912,121
88001,141
88097,139
88187,121
88274,139
88361,142
88455,118
88544,141
88634,143
88722,121
88797,152
88882,128
88973,131
89063,148
89163,156
89252,115
89346,146
89436,149
89523,111
89613,139
89707,124
89773,159
89870,135
89961,109
90051,152
90155,131
90245,149
90335,148
90428,125
90518,112
90609,115
90701,142
90767,166
90854,138
90944,139
91034,104
91134,148
91223,138
91313,102
91400,145
91492,142
91582,104
91676,148
91754,145
91839,107
91929,141
92023,148
92118,104
92208,142
92302,145
92392,105
92483,144
92574,145
92664,105
92745,144
92825,156
92914,114
93007,135
93103,155
93193,111
93287,138
93376,151
93466,111
93560,138
93654,151
93740,108
93820,134
93911,158
94002,114
94098,132
94187,155
94281,111
94373,137
94469,154
94561,108
94649,139
94738,151
94817,115
94909,131
95000,158
95098,114
95189,138
95284,153
95373,111
95467,139
95557,152
95647,111
95735,139
95810,163
95895,118
95987,128
96084,162
96176,118
96268,132
96359,162
96447,117
96537,132
96627,162
96721,115
96797,124
96891,161
96982,121
97072,122
97172,162
97260,118
97350,129
97439,162
97532,118
97621,128
97711,162
97787,129
97874,117
97963,158
98056,129
98151,122
98241,158
98331,128
98420,117
98514,158
98605,124
98698,118
98764,155
98854,134
98945,104
99036,149
99136,132
99228,108
99315,152
99408,132
99497,112
99591,154
99686,129
99755,104
99840,141
99931,142
100025,103
100120,149
100210,141
100304,101
100393,149
100483,138
100573,101
100662,146
100743,144
100821,108
100910,136
101004,152
101096,111
101185,139
101275,152
101369,108
101459,139
101548,152
101643,108
101728,141
101803,163
101897,115
101988,133
102086,159
102177,111
102270,135
102361,155
102452,111
102542,135
102636,152
102722,108
102796,127
102886,159
102980,119
103065,125
103163,162
103253,118
103347,132
103437,160
103531,115
103622,132
103709,162
103774,128
103870,117
103956,156
104049,126
104154,125
104245,162
104335,121
104429,128
104519,162
104610,120
104701,128
104771,159
104863,128
104952,114
105046,156
105151,122
105242,125
105332,159
105426,121
105515,127
105605,159
105699,120
105765,118
105853,151
105943,135
106030,107
106131,155
106222,131
106312,112
106401,153
106495,129
106585,114
106679,156
106757,132
106842,104
106933,128
107027,138
107125,121
107217,128
107306,145
107396,125
107486,135
107575,146
107669,128
107747,165
107827,151
107919,162
108010,124
108106,126
